1 3.80658e-06 1.40873e-07
2 2.25331e-05 6.32564e-08
3 0.0333145 -6.8069e-05
4 0.0666662 -9.25422e-05
5 0.100763 -4.41899e-05
6 0.134789 2.06229e-05
7 0.168792 4.36184e-05
8 0.202786 1.52826e-05
9 0.236775 -3.10548e-05
10 0.270762 -5.80717e-05
11 0.298795 -2.38728e-05
12 0.298765 5.61561e-05
13 0.298776 8.81798e-05
14 0.298787 6.68784e-05
15 0.298798 1.15298e-05
16 0.29881 -5.25552e-05
17 0.298821 -7.78267e-05
18 0.298831 -5.52496e-05
19 0.298842 -1.50885e-05
20 0.298852 1.65694e-05
21 0.298863 1.75663e-05
22 0.298873 -4.9149e-06
23 0.298885 -2.87432e-05
24 0.298897 -3.63464e-05
25 0.29891 -2.36267e-05
26 0.298923 -5.18245e-06
27 0.298936 3.61659e-06
28 0.298949 -1.56556e-06
29 0.298961 -1.33532e-05
30 0.298974 -2.10033e-05
31 0.298985 -1.94047e-05
32 0.298997 -1.16983e-05
33 0.299009 -4.96344e-06
34 0.29902 -3.88367e-06
35 0.299031 -7.72748e-06
36 0.299043 -1.21846e-05
37 0.299053 -1.35009e-05
38 0.299064 -1.12118e-05
39 0.299074 -7.71411e-06
40 0.299084 -5.75354e-06
41 0.299094 -6.23339e-06
42 0.298466 4.39932e-06
43 0.300192 5.16379e-05
44 0.300157 6.75055e-05
45 0.300121 3.07115e-05
46 0.300086 -1.91221e-05
47 0.300051 -4.14033e-05
48 0.300016 -2.59412e-05
49 0.299981 6.14013e-06
50 0.299945 2.57113e-05
51 0.29991 1.98414e-05
52 0.299874 -1.9002e-06
53 0.299839 -1.98965e-05
54 0.299803 -2.18766e-05
55 0.29815 -5.43829e-05
56 0.29863 -7.71576e-05
57 0.298649 -5.65766e-05
58 0.298657 -1.3895e-05
59 0.298664 1.42211e-05
60 0.29867 1.18438e-05
61 0.298676 -9.43351e-06
62 0.29868 -2.7334e-05
63 0.298684 -2.96001e-05
64 0.298687 -2.06748e-05
65 0.298689 -1.27094e-05
66 0.29869 -1.27233e-05
67 0.298689 -1.78438e-05
68 0.298685 -2.05772e-05
69 0.29868 -1.69926e-05
70 0.298672 -9.93399e-06
71 0.298655 -5.60844e-06
72 0.298733 -9.04411e-06
73 0.298852 -1.27669e-05
74 0.298943 -1.01936e-05
75 0.299028 -4.19657e-06
76 0.29911 5.90673e-07
77 0.299189 9.19326e-07
78 0.299263 -1.70245e-06
79 0.299332 -4.11129e-06
80 0.299397 -4.03541e-06
81 0.299459 -1.60739e-06
82 0.299516 1.30152e-06
83 0.299571 2.90974e-06
84 0.299623 2.85019e-06
85 0.299672 2.09841e-06
86 0.299718 1.88988e-06
87 0.299763 2.70368e-06
88 0.299805 4.07974e-06
89 0.300449 1.07147e-05
90 0.300238 2.19936e-05
91 0.300128 2.19222e-05
92 0.300093 8.01073e-06
93 0.300057 -6.67197e-06
94 0.300022 -1.15173e-05
95 0.299986 -5.91044e-06
96 0.299951 2.55775e-06
97 0.299916 5.79015e-06
98 0.299881 1.51928e-06
99 0.299845 -6.26734e-06
100 0.299827 -1.79479e-05
101 0.29948 -2.69301e-05
102 0.299566 -2.54169e-05
103 0.299601 -1.14772e-05
104 0.299633 2.17202e-06
105 0.299663 6.52181e-06
106 0.299691 2.02359e-06
107 0.299719 -4.55701e-06
108 0.299746 -7.33172e-06
109 0.299771 -5.6065e-06
110 0.299795 -2.64399e-06
111 0.299818 -1.49763e-06
112 0.299839 -9.57811e-07
113 0.299861 -4.64527e-07
114 0.299884 -3.54606e-08
115 0.300062 -0.210068
116 0.300397 -0.641378
117 0.300992 -0.951156
118 0.301402 -0.920002
119 0.301391 -0.651054
120 0.301026 -0.405584
121 0.300747 -0.366217
122 0.300778 -0.514997
123 0.300911 -0.694386
124 0.301009 -0.75998
125 0.301317 -0.68735
126 0.30105 -0.563657
127 0.300991 -0.495744
128 0.300881 -0.523116
129 0.301076 -0.6032
130 0.301116 -0.662376
131 0.300943 -0.659866
132 0.301128 -0.6126
133 0.300081 -0.56762
134 0.300502 -0.559219
135 0.300562 -0.584507
136 0.300565 -0.616203
137 0.300547 -0.62857
138 0.30053 -0.616491
139 0.300547 -0.594748
140 0.300592 -0.582193
141 0.300639 -0.586371
142 0.300664 -0.6003
143 0.300665 -0.611182
144 0.30066 -0.611466
145 0.300656 -0.603359
146 0.300672 -0.594923
147 0.298205 -0.59658
148 0.29695 -0.626343
149 0.297149 -0.659641
150 0.298297 -0.672086
151 0.29835 -0.660743
152 0.298297 -0.651653
153 0.298629 -0.645845
154 0.298913 -0.637567
155 0.30023 -0.625221
156 0.300292 -0.610781
157 0.301451 -0.601125
158 0.300656 -0.596232
159 0.301287 -0.598426
160 0.300572 -0.601893
161 0.300252 -0.612287
162 0.299985 -0.626788
163 0.299089 -0.635993
164 0.298937 -0.637447
165 0.298506 -0.636697
166 0.298712 -0.636895
167 0.298428 -0.633684
168 0.298641 -0.631054
169 0.298828 -0.62879
170 0.298922 -0.626746
171 0.300967 -0.621516
172 0.300386 -0.603683
173 0.30036 -0.587979
174 0.300405 -0.585843
175 0.30043 -0.595964
176 0.300234 -0.607533
177 0.301751 -0.609853
178 0.299602 -0.604599
179 0.301355 -0.596919
180 0.301518 -0.59359
181 0.301437 -0.59645
182 0.298712 -0.604217
183 0.299093 -0.621815
184 0.298673 -0.637879
185 0.298094 -0.642796
186 0.298092 -0.638608
187 0.298165 -0.634479
188 0.298373 -0.633822
189 0.298003 -0.633375
190 0.296854 -0.636404
191 0.297238 -0.641559
192 0.297476 -0.642608
193 0.298877 -0.641814
