2.51804, 0.3
2.53645, 0.456745
2.44775, 0.602543
1.7067, 0.599705
1.36019, 0.604733
1.12749, 0.601927
0.977365, 0.602357
0.865509, 0.601494
0.766758, 0.592489
0.711632, 0.599969
0.663618, 0.606098
0.604347, 0.594935
0.576362, 0.608111
0.529338, 0.594794
0.495579, 0.591354
0.472789, 0.600934
0.447697, 0.604789
0.418547, 0.595713
0.397532, 0.603122
0.374871, 0.604202
0.352491, 0.603326
0.332003, 0.614587
0.309444, 0.600584
0.28883, 0.589524
0.267072, 0.602193
0.245184, 0.603809
0.221061, 0.611123
0.199007, 0.606343
0.178527, 0.596846
0.15075, 0.60246
0.129603, 0.591913
0.0879038, 0.611127
0.0623365, 0.601026
0.0284998, 0.598369
0.0146741, 0.572571
0.0226259, 0.530127
0.043556, 0.484084
0.034606, 0.463674
0.0483565, 0.431857
0.0359464, 0.415608
0.0259759, 0.397768
0.0229147, 0.377502
0.0326757, 0.354959
0.0319375, 0.335807
0.0411499, 0.316282
0.037224, 0.29812
0.0357594, 0.27958
0.0252756, 0.259295
0.0346796, 0.241485
0.0240224, 0.218533
0.0145751, 0.193537
0.0235975, 0.174243
0.0531916, 0.166141
0.0224351, 0.123289
0.0418726, 0.109052
0.0459923, 0.0830496
0.0414122, 0.0457972
0.0232626, 0
0.0320731, 0
0.0276781, 0
0.0292023, 0
0.0377866, 0
0.0364646, 0
0.0309236, 0
0.0331531, 0
0.0322332, 0
0.0918142, 0
0.246543, 0
0.401499, 0
0.555803, 0
0.717322, 0
0.874424, 0
1.04638, 0
1.22206, 0
0.950548, 0
1.06178, 0
1.81677, 0
2.05992, 0
2.33358, 0
2.54225, 0
2.52416, 0
2.53739, 0
2.52537, 0
1.45467, 0
1.41596, 0
1.44308, 0
2.13219, 0
2.24053, 0
2.53265, 0.0180115
2.53198, 0.175629
0.30179, 2.52097
0.145673, 2.5347
0.000750669, 2.4438
0, 1.73903
0, 1.36058
0, 1.13491
0.000693336, 0.978924
0, 0.873722
0, 0.797931
0.000206369, 0.719022
0, 0.673988
0, 0.618014
0.00964346, 0.56779
0.00640549, 0.535715
0.0107685, 0.501421
0.00215085, 0.478265
0, 0.454661
0, 0.42943
0, 0.40506
0, 0.381112
0, 0.361922
0.0140945, 0.336244
0, 0.316613
0, 0.295382
0, 0.272596
0, 0.252819
0, 0.226865
0.00908127, 0.211275
